UNICA ATACADISTA DE TINTAS

COMPRAS POR FORNECEDOR - ANALÍTICO 17/07/2026 16:36

Gerar por data de : EMISSÃO
Data Inicial : 01/01/2026
Data Final : 30/06/2026
Número do documento de Entrada : TODOS
Espécie do documento de Entrada : TODOS
Série do documento de Entrada : TODOS
Empresa : 009-UNICA ATACADISTA DE TINTAS
Item : TODOS
Descrição do item : TODOS
Fornecedor : TODOS
Marca : TODOS
Linha / Grupo : TODOS
Departamento : TODOS
Grupo de produtos : TODOS
Grupo de compra : TODOS
Unidade : TODOS
Acordo de Objetivos : NÃO
Exibir quantidade convertida em embalagens : NÃO
Destino : CSV

DOCUMENTO;FORNECEDOR;DATA;CÓDIGO;DESCRIÇÃO DO ITEM;REFERÊNCIA;MARCA;UNID;VR. UNIT.;QUANTID.;LITR./QUILOS;TOT. PROD.;VR. IPI;VR. SUBST.;VR. FRETE;DES. ACE.;OUT.DES;VR.ICMS;DESC. ESP;VR. CONTÁBIL
"000000007448-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";13/02/2026;"020021.85657";"TINTA SPRAY METALICO OURO LATA 350ML/210G UNIPEGA";"";"UNIPEGA";"UN";9,41;24,00;0,00;225,84;0,00;0,00;6,68;0,00;0,00;0,00;0,00;225,84
"000000007448-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";13/02/2026;"020021.85659";"TINTA SPRAY METALICO ROSE GOLD LATA 350ML/210G UNIPEGA";"";"UNIPEGA";"UN";9,41;12,00;0,00;112,92;0,00;0,00;3,34;0,00;0,00;0,00;0,00;112,92
"000000007448-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";13/02/2026;"020021.85640";"TINTA SPRAY USO GERAL AMARELO LATA 350ML/210G UNIPEGA";"";"UNIPEGA";"UN";6,72;12,00;0,00;80,64;0,00;0,00;2,39;0,00;0,00;0,00;0,00;80,64
"000000007448-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";13/02/2026;"020021.85647";"TINTA SPRAY USO GERAL LARANJA LATA 350ML/210G UNIPEGA";"";"UNIPEGA";"UN";6,72;24,00;0,00;161,28;0,00;0,00;4,77;0,00;0,00;0,00;0,00;161,28
"000000007448-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";13/02/2026;"020021.85648";"TINTA SPRAY USO GERAL MARRON LATA 350ML/210G UNIPEGA";"";"UNIPEGA";"UN";6,72;12,00;0,00;80,64;0,00;0,00;2,39;0,00;0,00;0,00;0,00;80,64
"000000007448-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";13/02/2026;"020021.85649";"TINTA SPRAY USO GERAL PRETO BRILHANTE LATA 350ML/210G UNIPEGA";"";"UNIPEGA";"UN";6,72;372,00;0,00;2.499,84;0,00;0,00;73,94;0,00;0,00;0,00;0,00;2.499,84
"000000007448-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";13/02/2026;"020021.85650";"TINTA SPRAY USO GERAL PRETO FOSCO LATA 350ML/210G UNIPEGA";"";"UNIPEGA";"UN";6,72;192,00;0,00;1.290,24;0,00;0,00;38,16;0,00;0,00;0,00;0,00;1.290,24
"000000007448-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";13/02/2026;"020021.85652";"TINTA SPRAY USO GERAL VERDE LATA 350ML/210G UNIPEGA";"";"UNIPEGA";"UN";6,72;120,00;0,00;806,40;0,00;0,00;23,85;0,00;0,00;0,00;0,00;806,40
"000000007448-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";13/02/2026;"020021.85669";"TINTA SPRAY VERNIZ BRILHANTE LATA 350ML/210G UNIPEGA";"";"UNIPEGA";"UN";7,20;12,00;0,00;86,40;0,00;0,00;2,56;0,00;0,00;0,00;0,00;86,40
"000000007448-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";13/02/2026;"020021.85668";"TINTA SPRAY VERNIZ FOSCO LATA 350ML/210G UNIPEGA";"";"UNIPEGA";"UN";7,20;12,00;0,00;86,40;0,00;0,00;2,56;0,00;0,00;0,00;0,00;86,40
"000000008610-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";04/03/2026;"030032.85696";"ADESIVO PU40 MULTIUSO CINZA BISNAGA PLASTICA 80G UNIPEGA";"";"UNIPEGA";"UN";2,83;24,00;0,00;67,92;0,00;0,00;1,94;0,00;0,00;4,75;0,00;67,92
"000000008610-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";04/03/2026;"030032.85697";"ADESIVO PU40 MULTIUSO PRETO BISNAGA PLASTICA 80G UNIPEGA";"";"UNIPEGA";"UN";2,83;24,00;0,00;67,92;0,00;0,00;1,93;0,00;0,00;4,75;0,00;67,92
"000000008610-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";04/03/2026;"030032.85694";"ADESIVO PU40 MULTIUSO PRETO CARTUCHO 360G UNIPEGA";"";"UNIPEGA";"UN";5,99;24,00;0,00;143,76;0,00;0,00;4,10;0,00;0,00;5,75;0,00;143,76
"000000008610-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";04/03/2026;"030032.85694";"ADESIVO PU40 MULTIUSO PRETO CARTUCHO 360G UNIPEGA";"";"UNIPEGA";"UN";5,99;12,00;0,00;71,88;0,00;0,00;2,05;0,00;0,00;2,88;0,00;71,88
"000000008610-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";04/03/2026;"020056.85691";"COLA PARA PARABRISA PRETO TUBO 280ML UNIPEGA";"";"UNIPEGA";"UN";10,91;336,00;0,00;3.665,76;0,00;0,00;104,47;0,00;0,00;256,60;0,00;3.665,76
"000000008610-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";04/03/2026;"030016.85679";"FITA ISOLANTE PRETO 18MMX10M UNIPEGA";"";"UNIPEGA";"UN";1,71;60,00;0,00;102,60;0,00;0,00;2,92;0,00;0,00;4,10;0,00;102,60
"000000008610-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";04/03/2026;"030016.85680";"FITA ISOLANTE PRETO 18MMX20M UNIPEGA";"";"UNIPEGA";"UN";2,84;60,00;0,00;170,40;0,00;0,00;4,86;0,00;0,00;6,82;0,00;170,40
"000000008610-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";04/03/2026;"030016.85678";"FITA ISOLANTE PRETO 18MMX5M UNIPEGA";"";"UNIPEGA";"UN";1,11;60,00;0,00;66,60;0,00;0,00;1,90;0,00;0,00;2,66;0,00;66,60
"000000008610-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";04/03/2026;"030034.85683";"SILICONE ACETICO MULTIUSO INCOLOR CARTUCHO 250ML UNIPEGA";"";"UNIPEGA";"UN";5,99;120,00;0,00;718,80;0,00;0,00;20,49;0,00;0,00;28,75;0,00;718,80
"000000008610-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";04/03/2026;"030034.85682";"SILICONE ACETICO USO GERAL INCOLOR BISNAGA 50ML UNIPEGA";"";"UNIPEGA";"UN";2,43;48,00;0,00;116,64;0,00;0,00;3,32;0,00;0,00;4,67;0,00;116,64
"000000008610-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";04/03/2026;"020021.85667";"TINTA SPRAY ALTA TEMPERATURA ALUMINIO LATA 350ML/210G UNIPEGA";"";"UNIPEGA";"UN";11,64;12,00;0,00;139,68;0,00;0,00;3,98;0,00;0,00;0,00;0,00;139,68
"000000008610-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";04/03/2026;"020021.85664";"TINTA SPRAY ALTA TEMPERATURA BRANCO LATA 350ML/210G UNIPEGA";"";"UNIPEGA";"UN";11,64;12,00;0,00;139,68;0,00;0,00;3,98;0,00;0,00;0,00;0,00;139,68
"000000008610-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";04/03/2026;"020021.85661";"TINTA SPRAY LUMINOSO LARANJA LATA 350ML/210G UNIPEGA";"";"UNIPEGA";"UN";10,68;6,00;0,00;64,08;0,00;0,00;1,83;0,00;0,00;0,00;0,00;64,08
"000000008610-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";04/03/2026;"020021.85661";"TINTA SPRAY LUMINOSO LARANJA LATA 350ML/210G UNIPEGA";"";"UNIPEGA";"UN";10,68;6,00;0,00;64,08;0,00;0,00;1,83;0,00;0,00;0,00;0,00;64,08
"000000008610-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";04/03/2026;"020021.85639";"TINTA SPRAY USO GERAL ALUMINIO LATA 350ML/210G UNIPEGA";"";"UNIPEGA";"UN";6,72;36,00;0,00;241,92;0,00;0,00;6,89;0,00;0,00;0,00;0,00;241,92
"000000008610-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";04/03/2026;"020021.85641";"TINTA SPRAY USO GERAL AZUL ESCURO LATA 350ML/210G UNIPEGA";"";"UNIPEGA";"UN";6,72;24,00;0,00;161,28;0,00;0,00;4,60;0,00;0,00;0,00;0,00;161,28
"000000008610-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";04/03/2026;"020021.85644";"TINTA SPRAY USO GERAL BRANCO FOSCO LATA 350ML/210G UNIPEGA";"";"UNIPEGA";"UN";6,51;60,00;0,00;390,60;0,00;0,00;11,13;0,00;0,00;0,00;0,00;390,60
"000000008610-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";04/03/2026;"020021.85646";"TINTA SPRAY USO GERAL GRAFITE LATA 350ML/210G UNIPEGA";"";"UNIPEGA";"UN";6,72;12,00;0,00;80,64;0,00;0,00;2,30;0,00;0,00;0,00;0,00;80,64
"000000008610-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";04/03/2026;"020021.85650";"TINTA SPRAY USO GERAL PRETO FOSCO LATA 350ML/210G UNIPEGA";"";"UNIPEGA";"UN";6,72;120,00;0,00;806,40;0,00;0,00;22,98;0,00;0,00;0,00;0,00;806,40
"000000008610-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";04/03/2026;"020021.85654";"TINTA SPRAY USO GERAL VIOLETA LATA 350ML/210G UNIPEGA";"";"UNIPEGA";"UN";6,72;12,00;0,00;80,64;0,00;0,00;2,30;0,00;0,00;0,00;0,00;80,64
"000000008610-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";04/03/2026;"020021.85669";"TINTA SPRAY VERNIZ BRILHANTE LATA 350ML/210G UNIPEGA";"";"UNIPEGA";"UN";7,20;12,00;0,00;86,40;0,00;0,00;2,46;0,00;0,00;0,00;0,00;86,40
"000000008610-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";04/03/2026;"020021.85668";"TINTA SPRAY VERNIZ FOSCO LATA 350ML/210G UNIPEGA";"";"UNIPEGA";"UN";7,20;12,00;0,00;86,40;0,00;0,00;2,46;0,00;0,00;0,00;0,00;86,40
"000000008610-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";04/03/2026;"030034.85688";"VEDA CALHA CINZA CARTUCHO 280ML UNIPEGA";"";"UNIPEGA";"UN";5,67;12,00;0,00;68,04;0,00;0,00;1,94;0,00;0,00;4,76;0,00;68,04
"000000015107-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";28/05/2026;"030032.85695";"ADESIVO PU40 MULTIUSO BRANCO BISNAGA PLASTICA 80G UNIPEGA";"";"UNIPEGA";"UN";3,05;48,00;0,00;146,40;0,00;0,00;4,21;0,00;0,00;10,25;0,00;146,40
"000000015107-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";28/05/2026;"030032.85692";"ADESIVO PU40 MULTIUSO BRANCO CARTUCHO 360G UNIPEGA";"";"UNIPEGA";"UN";6,82;12,00;0,00;81,84;0,00;0,00;2,35;0,00;0,00;3,27;0,00;81,84
"000000015107-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";28/05/2026;"030032.85692";"ADESIVO PU40 MULTIUSO BRANCO CARTUCHO 360G UNIPEGA";"";"UNIPEGA";"UN";6,82;12,00;0,00;81,84;0,00;0,00;2,35;0,00;0,00;3,27;0,00;81,84
"000000015107-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";28/05/2026;"030032.85696";"ADESIVO PU40 MULTIUSO CINZA BISNAGA PLASTICA 80G UNIPEGA";"";"UNIPEGA";"UN";3,05;24,00;0,00;73,20;0,00;0,00;2,10;0,00;0,00;5,12;0,00;73,20
"000000015107-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";28/05/2026;"030032.85693";"ADESIVO PU40 MULTIUSO CINZA CARTUCHO 360G UNIPEGA";"";"UNIPEGA";"UN";6,82;12,00;0,00;81,84;0,00;0,00;2,35;0,00;0,00;3,27;0,00;81,84
"000000015107-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";28/05/2026;"030032.85693";"ADESIVO PU40 MULTIUSO CINZA CARTUCHO 360G UNIPEGA";"";"UNIPEGA";"UN";6,82;12,00;0,00;81,84;0,00;0,00;2,35;0,00;0,00;3,27;0,00;81,84
"000000015107-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";28/05/2026;"030032.85693";"ADESIVO PU40 MULTIUSO CINZA CARTUCHO 360G UNIPEGA";"";"UNIPEGA";"UN";6,82;12,00;0,00;81,84;0,00;0,00;2,35;0,00;0,00;3,27;0,00;81,84
"000000015107-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";28/05/2026;"030032.85697";"ADESIVO PU40 MULTIUSO PRETO BISNAGA PLASTICA 80G UNIPEGA";"";"UNIPEGA";"UN";3,05;48,00;0,00;146,40;0,00;0,00;4,23;0,00;0,00;10,25;0,00;146,40
"000000015107-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";28/05/2026;"030032.85694";"ADESIVO PU40 MULTIUSO PRETO CARTUCHO 360G UNIPEGA";"";"UNIPEGA";"UN";6,82;12,00;0,00;81,84;0,00;0,00;2,35;0,00;0,00;3,27;0,00;81,84
"000000015107-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";28/05/2026;"020056.85691";"COLA PARA PARABRISA PRETO TUBO 280ML UNIPEGA";"";"UNIPEGA";"UN";11,78;60,00;0,00;706,80;0,00;0,00;20,32;0,00;0,00;49,48;0,00;706,80
"000000015107-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";28/05/2026;"020062.85635";"DESENGRIPANTE UNILUB 300ML/150G UNIPEGA";"";"UNIPEGA";"UN";4,19;60,00;0,00;251,40;0,00;0,00;7,23;0,00;0,00;17,60;0,00;251,40
"000000015107-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";28/05/2026;"030016.85679";"FITA ISOLANTE PRETO 18MMX10M UNIPEGA";"";"UNIPEGA";"UN";1,84;60,00;0,00;110,40;0,00;0,00;3,17;0,00;0,00;4,42;0,00;110,40
"000000015107-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";28/05/2026;"020021.85656";"TINTA SPRAY METALICO CROMO LATA 350ML/210G UNIPEGA";"";"UNIPEGA";"UN";10,16;12,00;0,00;121,92;0,00;0,00;3,50;0,00;0,00;0,00;0,00;121,92
"000000015107-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";28/05/2026;"020021.85657";"TINTA SPRAY METALICO OURO LATA 350ML/210G UNIPEGA";"";"UNIPEGA";"UN";10,16;12,00;0,00;121,92;0,00;0,00;3,50;0,00;0,00;0,00;0,00;121,92
"000000015107-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";28/05/2026;"020021.85639";"TINTA SPRAY USO GERAL ALUMINIO LATA 350ML/210G UNIPEGA";"";"UNIPEGA";"UN";7,25;72,00;0,00;522,00;0,00;0,00;15,01;0,00;0,00;0,00;0,00;522,00
"000000015107-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";28/05/2026;"020021.85645";"TINTA SPRAY USO GERAL CINZA CLARO LATA 350ML/210G UNIPEGA";"";"UNIPEGA";"UN";7,25;12,00;0,00;87,00;0,00;0,00;2,50;0,00;0,00;0,00;0,00;87,00
"000000015107-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";28/05/2026;"020021.85646";"TINTA SPRAY USO GERAL GRAFITE LATA 350ML/210G UNIPEGA";"";"UNIPEGA";"UN";7,25;12,00;0,00;87,00;0,00;0,00;2,50;0,00;0,00;0,00;0,00;87,00
"000000015107-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";28/05/2026;"020021.85649";"TINTA SPRAY USO GERAL PRETO BRILHANTE LATA 350ML/210G UNIPEGA";"";"UNIPEGA";"UN";7,25;216,00;0,00;1.566,00;0,00;0,00;45,02;0,00;0,00;0,00;0,00;1.566,00
"000000015107-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";28/05/2026;"020021.85650";"TINTA SPRAY USO GERAL PRETO FOSCO LATA 350ML/210G UNIPEGA";"";"UNIPEGA";"UN";7,25;168,00;0,00;1.218,00;0,00;0,00;35,01;0,00;0,00;0,00;0,00;1.218,00
"000000015107-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";28/05/2026;"020021.85669";"TINTA SPRAY VERNIZ BRILHANTE LATA 350ML/210G UNIPEGA";"";"UNIPEGA";"UN";7,77;24,00;0,00;186,48;0,00;0,00;5,36;0,00;0,00;0,00;0,00;186,48
"000000015107-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";28/05/2026;"030032.85692";"ADESIVO PU40 MULTIUSO BRANCO CARTUCHO 360G UNIPEGA";"";"UNIPEGA";"UN";6,82;12,00;0,00;81,84;0,00;0,00;2,35;0,00;0,00;3,27;0,00;81,84
"000000015107-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";28/05/2026;"030032.85693";"ADESIVO PU40 MULTIUSO CINZA CARTUCHO 360G UNIPEGA";"";"UNIPEGA";"UN";6,82;12,00;0,00;81,84;0,00;0,00;2,35;0,00;0,00;3,27;0,00;81,84
"000000015107-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";28/05/2026;"030032.85694";"ADESIVO PU40 MULTIUSO PRETO CARTUCHO 360G UNIPEGA";"";"UNIPEGA";"UN";6,82;24,00;0,00;163,68;0,00;0,00;4,71;0,00;0,00;6,55;0,00;163,68
"000000017209-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";29/06/2026;"020056.85672";"ADESIVO INSTANTANEO BOND 007 SEG. FRASCO 100G UNIPEGA";"";"UNIPEGA";"UN";9,24;60,00;0,00;554,40;0,00;0,00;14,85;0,00;0,00;22,18;0,00;554,40
"000000017209-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";29/06/2026;"030032.85696";"ADESIVO PU40 MULTIUSO CINZA BISNAGA PLASTICA 80G UNIPEGA";"";"UNIPEGA";"UN";3,09;48,00;0,00;148,32;0,00;0,00;3,97;0,00;0,00;10,38;0,00;148,32
"000000017209-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";29/06/2026;"030032.85697";"ADESIVO PU40 MULTIUSO PRETO BISNAGA PLASTICA 80G UNIPEGA";"";"UNIPEGA";"UN";3,09;24,00;0,00;74,16;0,00;0,00;1,97;0,00;0,00;5,19;0,00;74,16
"000000017209-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";29/06/2026;"030033.85673";"COLA BRANCA ORIGINAL FRASCO 500G UNIPEGA";"";"UNIPEGA";"UN";5,93;12,00;0,00;71,16;0,00;0,00;1,91;0,00;0,00;4,98;0,00;71,16
"000000017209-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";29/06/2026;"020056.85691";"COLA PARA PARABRISA PRETO TUBO 280ML UNIPEGA";"";"UNIPEGA";"UN";11,46;168,00;0,00;1.925,28;0,00;0,00;51,57;0,00;0,00;134,77;0,00;1.925,28
"000000017209-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";29/06/2026;"020062.85638";"DESCARBONIZANTE UNICAR80 LATA 300ML/170G UNIPEGA";"";"UNIPEGA";"UN";6,91;48,00;0,00;331,68;21,56;0,00;8,88;0,00;0,00;23,22;0,00;353,24
"000000017209-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";29/06/2026;"020062.85635";"DESENGRIPANTE UNILUB 300ML/150G UNIPEGA";"";"UNIPEGA";"UN";4,17;60,00;0,00;250,20;0,00;0,00;6,70;0,00;0,00;17,51;0,00;250,20
"000000017209-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";29/06/2026;"030016.85679";"FITA ISOLANTE PRETO 18MMX10M UNIPEGA";"";"UNIPEGA";"UN";1,80;120,00;0,00;216,00;0,00;0,00;5,79;0,00;0,00;8,64;0,00;216,00
"000000017209-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";29/06/2026;"030034.85686";"SELA TRINCA BRANCO CARTUCHO 280ML UNIPEGA";"";"UNIPEGA";"UN";5,87;24,00;0,00;140,88;0,00;0,00;3,77;0,00;0,00;9,86;0,00;140,88
"000000017209-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";29/06/2026;"030034.85684";"SILICONE ACETICO MULTIUSO BRANCO CARTUCHO 250ML UNIPEGA";"";"UNIPEGA";"UN";7,06;36,00;0,00;254,16;0,00;0,00;6,81;0,00;0,00;10,17;0,00;254,16
"000000017209-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";29/06/2026;"020021.85667";"TINTA SPRAY ALTA TEMPERATURA ALUMINIO LATA 350ML/210G UNIPEGA";"";"UNIPEGA";"UN";12,22;24,00;0,00;293,28;0,00;0,00;7,86;0,00;0,00;0,00;0,00;293,28
"000000017209-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";29/06/2026;"020021.85664";"TINTA SPRAY ALTA TEMPERATURA BRANCO LATA 350ML/210G UNIPEGA";"";"UNIPEGA";"UN";12,22;12,00;0,00;146,64;0,00;0,00;3,93;0,00;0,00;0,00;0,00;146,64
"000000017209-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";29/06/2026;"020021.85665";"TINTA SPRAY ALTA TEMPERATURA PRETO BRILHO LATA 350ML/210G UNIPEGA";"";"UNIPEGA";"UN";12,22;48,00;0,00;586,56;0,00;0,00;15,71;0,00;0,00;0,00;0,00;586,56
"000000017209-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";29/06/2026;"020021.85660";"TINTA SPRAY LUMINOSO AMARELO LATA 350ML/210G UNIPEGA";"";"UNIPEGA";"UN";11,21;12,00;0,00;134,52;0,00;0,00;3,60;0,00;0,00;0,00;0,00;134,52
"000000017209-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";29/06/2026;"020021.85656";"TINTA SPRAY METALICO CROMO LATA 350ML/210G UNIPEGA";"";"UNIPEGA";"UN";9,88;24,00;0,00;237,12;0,00;0,00;6,35;0,00;0,00;0,00;0,00;237,12
"000000017209-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";29/06/2026;"020021.85658";"TINTA SPRAY METALICO PRATA LATA 350ML/210G UNIPEGA";"";"UNIPEGA";"UN";9,88;24,00;0,00;237,12;0,00;0,00;6,35;0,00;0,00;0,00;0,00;237,12
"000000017209-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";29/06/2026;"020021.85659";"TINTA SPRAY METALICO ROSE GOLD LATA 350ML/210G UNIPEGA";"";"UNIPEGA";"UN";9,88;12,00;0,00;118,56;0,00;0,00;3,18;0,00;0,00;0,00;0,00;118,56
"000000017209-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";29/06/2026;"020021.85639";"TINTA SPRAY USO GERAL ALUMINIO LATA 350ML/210G UNIPEGA";"";"UNIPEGA";"UN";7,06;60,00;0,00;423,60;0,00;0,00;11,35;0,00;0,00;0,00;0,00;423,60
"000000017209-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";29/06/2026;"020021.85644";"TINTA SPRAY USO GERAL BRANCO FOSCO LATA 350ML/210G UNIPEGA";"";"UNIPEGA";"UN";7,06;60,00;0,00;423,60;0,00;0,00;11,35;0,00;0,00;0,00;0,00;423,60
"000000017209-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";29/06/2026;"020021.85645";"TINTA SPRAY USO GERAL CINZA CLARO LATA 350ML/210G UNIPEGA";"";"UNIPEGA";"UN";7,06;36,00;0,00;254,16;0,00;0,00;6,81;0,00;0,00;0,00;0,00;254,16
"000000017209-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";29/06/2026;"020021.85646";"TINTA SPRAY USO GERAL GRAFITE LATA 350ML/210G UNIPEGA";"";"UNIPEGA";"UN";7,06;24,00;0,00;169,44;0,00;0,00;4,54;0,00;0,00;0,00;0,00;169,44
"000000017209-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";29/06/2026;"020021.85649";"TINTA SPRAY USO GERAL PRETO BRILHANTE LATA 350ML/210G UNIPEGA";"";"UNIPEGA";"UN";7,06;360,00;0,00;2.541,60;0,00;0,00;68,07;0,00;0,00;0,00;0,00;2.541,60
"000000017209-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";29/06/2026;"020021.85650";"TINTA SPRAY USO GERAL PRETO FOSCO LATA 350ML/210G UNIPEGA";"";"UNIPEGA";"UN";7,06;240,00;0,00;1.694,40;0,00;0,00;45,38;0,00;0,00;0,00;0,00;1.694,40
"000000017209-NF-009";"11000482 - A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";29/06/2026;"020021.85654";"TINTA SPRAY USO GERAL VIOLETA LATA 350ML/210G UNIPEGA";"";"UNIPEGA";"UN";7,06;24,00;0,00;169,44;0,00;0,00;4,54;0,00;0,00;0,00;0,00;169,44
