FORNECEDOR;CÓDIGO;DESCRIÇÃO DO PRODUTO;REFERÊNCIA;;UN.;QTD.ESTQ;VLR. ESTQ;QTD. FATUR;FATURAMENTO;TOT.CUSTO;MARG. VALOR;MARG. %;LITROS;KILOS;REP. %;ACUM. %;mês
00000021-SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA;23434;DISCO DE CORTE CLASSIC AR102 115X1.0X22.23MM NORTON;;;UN;92;237,36;26;115,07;65,52;49,55;43,06;0;0;0;6,3;MARÇO
00000021-SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA;10266;ESPUMA ABRASIVA N.04 P800/P1000 NORTON;;;UN;109;1.002,80;8;110;69,28;40,72;37,02;0;0;0;6,3;MARÇO
00000021-SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA;10228;DISCO HOOKIT 180 NORTON;;;UN;385;920,15;18;74,93;42,48;32,45;43,31;0;0;0;6,31;MARÇO
00000021-SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA;83892;POLIDOR SUPER BRILHO ETAPA 4 500ML NORTON;;;UN;23;983,25;1;66;42,75;23,25;35,23;0;0;0;6,31;MARÇO
00000021-SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA;23406;DISCO FLAP FIBRA ORIGINAL R822 P040 115X22,23MM NORTON;;;UN;38;397,86;3;58;31,41;26,59;45,84;0;0;0;6,31;MARÇO
00000021-SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA;86872;DISCO DE CORTE BLUE FIRE 76X1.0X10MM NORTON;FL;;UN;38;512,24;2;53,94;26,96;26,98;50,02;0;0;0;6,31;MARÇO
00000021-SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA;84456;DISCO A296 P040 NORTON;FL;;UN;-11;-22,77;20;42,2;41,4;0,8;1,9;0;0;0;6,31;MARÇO
00000021-SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA;22998;MASSA DE POLIR N2 1KG NORTON;FL;;UN;38;976,22;1;37,79;25,69;12,1;32,02;0;0;0;6,32;MARÇO
00000021-SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA;10257;LIXA FERRO Nº 036 NORTON;FL;;UN;-20;-39,4;10;36;19,7;16,3;45,28;0;0;0;6,32;MARÇO
00000021-SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA;23919;DISCO DE CORTE CLASSIC BASIC 180X1.6X22,2 NORTON;FL;;UN;17;63,41;3;30,9;11,19;19,71;63,79;0;0;0;6,32;MARÇO
00000021-SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA;85142;FLAP DISCO P50 EVOLUTION 115X22,23MM NORTON;;;UN;23;329,13;1;23,15;13,55;9,6;41,47;0;0;0;6,32;MARÇO
00000021-SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA;20157;LIXA DAGUA T277 Nº 1200 NORTON;FL;;UN;11;47,19;3;22,85;12,87;9,98;43,68;0;0;0;6,32;MARÇO
00000021-SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA;10209;DISCO AVOS F828 Nº 024 NORTON;FL;;UN;121;755,04;2;20,71;12,48;8,23;39,74;0;0;0;6,32;MARÇO
00000021-SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA;23683;DISCO DE DESBASTE BDA620;;;UN;17;216,07;1;18,55;12,71;5,84;31,48;0;0;0;6,32;MARÇO
00000021-SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA;85259;DISCO HOOKIT MULTIAIR SOFT TOUCH A975 Nº 320 NORTON;;;UN;415;1.904,85;2;15,78;9,18;6,6;41,83;0;0;0;6,32;MARÇO
00000021-SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA;20158;LIXA DAGUA T277 Nº 1500 NORTON;FL;;UN;1;4,29;2;13,37;8,58;4,79;35,83;0;0;0;6,32;MARÇO
00000021-SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA;23426;FLAP DISCO P60 CLASSIC 115X22 NORTON;;;UN;143;1.028,17;1;10,05;7,4;2,65;26,37;0;0;0;6,32;MARÇO
00000021-SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA;20174;LIXA DAGUA T277 Nº 150 NORTON;FL;;UN;55;39,6;5;6,06;3,6;2,46;40,59;0;0;0;6,32;MARÇO
00000021-SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA;85457;LIXA FERRO K246 225X275 Nº 040 NORTON;FL;;UN;52;134,68;1;5,1;2,59;2,51;49,22;0;0;0;6,32;MARÇO
00000021-SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA;20177;LIXA DAGUA T277 Nº 600 NORTON;FL;;UN;434;611,94;2;4,83;2,82;2,01;41,61;0;0;0;6,32;MARÇO
00000021-SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA;21173;LIXA SECO A275 Nº 280 NORTON;FL;;UN;22;33,66;1;4,5;1,53;2,97;66;0;0;0;6,32;MARÇO
00000021-SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA;10218;DISCO DE LIXA N.036 NORTON;;;DC;-6;-13,98;1;4;2,33;1,67;41,75;0;0;0;6,32;MARÇO
00000026-TESA BRASIL LTDA;20951;FITA CREPE 48MMX40M VERDE TESA;FL;;UN;-1;-6,91;1;12;6,91;5,09;42,42;0;0;0;6,32;MARÇO
00000030-AUTOAMERICA IMP.EXP. DE PROD. AUTO. LTDA;20817;MASSA DE POLIR SUPER POLIDOR 1KG AUTOAMERICA;;;UN;1.175,00;23.147,50;615;16.107,83;11.451,30;4.656,53;28,91;0;0;0,56;6,89;MARÇO
00000030-AUTOAMERICA IMP.EXP. DE PROD. AUTO. LTDA;23364;FLANELA MICROFIBRA 40X60CM SEM COSTURA AMARELA AUTOAMERICA;FL;;UN;252;1.237,32;394;3.196,29;1.934,54;1.261,75;39,48;0;0;0,11;7;MARÇO
00000030-AUTOAMERICA IMP.EXP. DE PROD. AUTO. LTDA;86995;FLANELA MICROFIBRA 40X60CM COM COSTURA AMARELA AUTOAMERICA;;;UN;38;221,54;202;2.850,36;1.177,66;1.672,70;58,68;0;0;0,1;7,1;MARÇO
00000030-AUTOAMERICA IMP.EXP. DE PROD. AUTO. LTDA;21321;CERA PASTA TRIPLE WAX 100G AUTO AMERICA;;;UN;178;2.949,46;102;2.622,86;1.566,72;1.056,14;40,27;0;0;0,09;7,19;MARÇO
00000030-AUTOAMERICA IMP.EXP. DE PROD. AUTO. LTDA;23287;CERA PASTA TRIPLE WAX 300G AUTO AMERICA;;;UN;87;3.067,62;44;2.564,06;1.367,65;1.196,41;46,66;0;0;0,09;7,28;MARÇO
00000030-AUTOAMERICA IMP.EXP. DE PROD. AUTO. LTDA;83883;FAST CUT AUTOAMERICA;;;UN;40;1.451,60;11;605,98;364,28;241,7;39,89;0;0;0,02;7,3;MARÇO
00000030-AUTOAMERICA IMP.EXP. DE PROD. AUTO. LTDA;21991;ONE STEP POLISH 3 IN 1 1LT MENZERNA;;;UN;7;1.238,02;2;520,96;353,72;167,24;32,1;0;0;0,02;7,32;MARÇO
00000030-AUTOAMERICA IMP.EXP. DE PROD. AUTO. LTDA;24259;HEAVY CUT COMPOUND 400 GREEN 1KG MENZERNA;;;UN;10;2.666,00;1;389,9;266,57;123,33;31,63;0;0;0,01;7,33;MARÇO
00000030-AUTOAMERICA IMP.EXP. DE PROD. AUTO. LTDA;24307;BLACKOUT REVITALIZADOR DE PARACHOQUES 100GR AUTOAMERICA;;;UN;19;489,25;6;247,58;154,5;93,08;37,6;0;0;0,01;7,34;MARÇO
00000030-AUTOAMERICA IMP.EXP. DE PROD. AUTO. LTDA;84446;LUSTRO FINAL FINISH 3000 500ML AUTOAMERICA;;;UN;23;1.120,10;2;147;97,6;49,4;33,61;0;0;0,01;7,34;MARÇO
00000030-AUTOAMERICA IMP.EXP. DE PROD. AUTO. LTDA;20814;ESPUMA APLICADORA AMARELA BUFF PACOTE C/ 02 UNID. AUTO AMERICA;;;UN;37;209,42;14;142,04;83,02;59,02;41,55;0;0;0;7,35;MARÇO
00000030-AUTOAMERICA IMP.EXP. DE PROD. AUTO. LTDA;86934;POLIDOR DE ALUMINIO 150G AUTO AMERICA;;;UN;14;224,56;2;58,9;29,28;29,62;50,29;0;0;0;7,35;MARÇO
00000034-AKZO NOBEL LTDA;23690;KIT VERNIZ 5500 E END 3093 150ML WANDA-21,46-ST;;;UN;1.648,00;51.500,00;1.447,00;72.864,59;45.739,67;27.124,92;37,23;0;0;2,54;9,9;MARÇO
00000034-AKZO NOBEL LTDA;23076;KIT PRIMER 3100 E END 3093 100ML WANDA-21,46-ST;;;UN;2.140,00;56.132,20;1.658,00;66.603,67;43.986,74;22.616,93;33,96;0;0;2,33;12,22;MARÇO
00000034-AKZO NOBEL LTDA;23295;AUTOCLEAR CLASSIC VERNIZ 5L SIKKENS-21,46-ST;;;UN;103;19.762,61;95;44.703,92;18.438,55;26.265,37;58,75;0;0;1,56;13,78;MARÇO
00000034-AKZO NOBEL LTDA;23658;AUTOCLEAR CLASSIC VERNIZ 18L SIKKENS-21,46-ST;;;UN;27;19.228,86;32;36.153,00;23.053,12;13.099,88;36,23;0;0;1,26;15,04;MARÇO
00000034-AKZO NOBEL LTDA;23408;WANDABASE MM 2998 ATIV ALTA TEMP 18L WANDA;;;UN;63;23.611,77;43;22.072,54;15.037,53;7.035,01;31,87;0;0;0,77;15,81;MARÇO
00000034-AKZO NOBEL LTDA;20795;THINNER 4030 P/ PU/POLIESTER 18L WANDA;;;UN;44;17.079,04;45;19.617,10;16.298,55;3.318,55;16,92;0;0;0,68;16,5;MARÇO
00000034-AKZO NOBEL LTDA;23926;PRIMER CLASSIC CINZA CLARO 3L SIKKENS-21,46-ST;;;UN;124;12.122,24;96;16.391,17;9.493,44;6.897,73;42,08;0;0;0,57;17,07;MARÇO
00000034-AKZO NOBEL LTDA;23653;HARDENER CLASSIC 1L SIKKENS;;;UN;558;28.117,62;563;15.522,72;28.696,11;-13.173,39;-84,87;0;0;0,54;17,61;MARÇO
00000034-AKZO NOBEL LTDA;9805;THINNER 4030 P/ PU/POLIESTER 900ML WANDA;;;UN;320;7.187,20;419;13.795,55;8.782,24;5.013,31;36,34;0;0;0,48;18,09;MARÇO
00000034-AKZO NOBEL LTDA;9806;THINNER 4030 P/ PU/POLIESTER 5L WANDA;;;UN;56;6.563,76;84;13.196,05;9.187,08;4.008,97;30,38;0;0;0,46;18,56;MARÇO
00000034-AKZO NOBEL LTDA;21708;AUTOBASE PLUS MM Q040 BINDER 3,75L-21,67-ST;;;UN;72;13.132,08;57;13.116,40;9.885,51;3.230,89;24,63;0;0;0,46;19,01;MARÇO
00000034-AKZO NOBEL LTDA;21065;WASHPRIMER 600ML WANDA-21,46-ST;;;UN;294;10.431,12;188;12.446,26;6.343,12;6.103,14;49,04;0;0;0,43;19,45;MARÇO
00000034-AKZO NOBEL LTDA;21489;VERNIZ 9100 ALTO SOLIDOS 2:1 4L WANDA-21,46-ST;;;UN;44;5.706,80;35;10.668,52;4.592,00;6.076,52;56,96;0;0;0,37;19,82;MARÇO
00000034-AKZO NOBEL LTDA;22955;BP BRANCO CRISTAL VW 1997 900ML WANDA-21,67-ST;;;UN;199,5;6.910,68;187,5;10.111,54;6.176,25;3.935,29;38,92;0;0;0,35;20,17;MARÇO
00000034-AKZO NOBEL LTDA;23362;BP PRETO NINJA VW 1999 900ML WANDA-21,67-ST;;;UN;172;5.104,96;187,5;9.899,15;5.291,25;4.607,90;46,55;0;0;0,35;20,52;MARÇO
00000034-AKZO NOBEL LTDA;9788;ENDURECEDOR 3093 1LT WANDA;;;UN;190;10.125,10;143;9.688,21;7.245,81;2.442,40;25,21;0;0;0,34;20,86;MARÇO
00000034-AKZO NOBEL LTDA;21067;RRA (RAPID REPAIR AGENT) 1LT;;;UN;173;5.075,82;211;9.280,80;5.777,18;3.503,62;37,75;0;0;0,32;21,18;MARÇO
00000034-AKZO NOBEL LTDA;9919;AUTOBASE PLUS MM Q120 BRANCO CONCENTRADO 3,75L-25,63-ST;;;UN;7;2.516,57;16;8.976,85;5.469,60;3.507,25;39,07;0;0;0,31;21,49;MARÇO
00000034-AKZO NOBEL LTDA;21008;BP BRANCO BANCHISA FIAT 1996 900ML WANDA-21,46-ST;;;UN;137;4.736,09;162,5;8.890,86;5.341,36;3.549,50;39,92;0;0;0,31;21,8;MARÇO
00000034-AKZO NOBEL LTDA;21860;AUTOCLEAR CLASSIC VERNIZ FAST 900ML SIKKENS-21,46-ST;;;UN;117;5.383,17;98;8.445,58;4.560,92;3.884,66;46;0;0;0,29;22,1;MARÇO
00000034-AKZO NOBEL LTDA;87000;MASSA POLIESTER 750G WANDA;;;UN;86;1.448,24;380;8.288,94;6.399,20;1.889,74;22,8;0;0;0,29;22,39;MARÇO
00000034-AKZO NOBEL LTDA;85409;KIT PRIMER 2500 E END 1091 112ML WANDA-21,46-ST;;;UN;210;4.796,40;197;7.569,08;4.552,67;3.016,41;39,85;0;0;0,26;22,65;MARÇO
00000034-AKZO NOBEL LTDA;9899;WANDABASE MM 2840 PRETO 3,6L-21,46-ST;;;UN;95;14.056,20;37;7.438,76;5.205,53;2.233,23;30,02;0;0;0,26;22,91;MARÇO
00000034-AKZO NOBEL LTDA;21281;BP PRATA BARI MET FIAT 2002 900ML WANDA-21,67-ST;;;UN;148,5;4.024,35;152,5;7.152,29;3.929,94;3.222,35;45,05;0;0;0,25;23,16;MARÇO
00000034-AKZO NOBEL LTDA;9920;AUTOBASE PLUS MM Q140 PRETO PROFUNDO 3,75L-21,67-ST;;;UN;3;1.640,13;11;6.993,80;5.718,35;1.275,45;18,24;0;0;0,24;23,41;MARÇO
00000034-AKZO NOBEL LTDA;23377;BP BRANCO SUMMIT GM 2012 900ML WANDA-21,67-ST;;;UN;138,5;4.844,73;122,5;6.409,09;4.074,35;2.334,74;36,43;0;0;0,22;23,63;MARÇO
00000034-AKZO NOBEL LTDA;21073;VERNIZ 9100 ALTO SOLIDOS 2:1 900ML WANDA-21,46-ST;;;UN;99;3.140,28;101;6.345,97;3.241,09;3.104,88;48,93;0;0;0,22;23,85;MARÇO
00000034-AKZO NOBEL LTDA;9764;MASSA KOMBI FILLER 200 GR. SIKKENS;;;UN;244;6.270,80;187;6.150,62;4.570,28;1.580,34;25,69;0;0;0,21;24,07;MARÇO
00000034-AKZO NOBEL LTDA;9961;AUTOBASE PLUS MM Q911H PRATA GRAUDO 1L-25,63-ST;;;UN;19;7.202,33;13;6.044,02;4.685,72;1.358,30;22,47;0;0;0,21;24,28;MARÇO
00000034-AKZO NOBEL LTDA;9911;WANDABASE MM 3200 BRANCO HS 3,6L-21,46-ST;;;UN;48;10.919,52;22;5.975,04;4.758,82;1.216,22;20,36;0;0;0,21;24,49;MARÇO
00000034-AKZO NOBEL LTDA;23384;KIT PU PRETO CADILLAC 900ML WANDA-21,46-ST;;;UN;83;3.222,89;75;5.807,21;2.769,00;3.038,21;52,32;0;0;0,2;24,69;MARÇO
00000034-AKZO NOBEL LTDA;23385;KIT PU BRANCO BANCHISA FIAT 1996 900ML WANDA-21,67-ST;;;UN;71;2.928,04;85;5.718,36;3.332,85;2.385,51;41,72;0;0;0,2;24,89;MARÇO
00000034-AKZO NOBEL LTDA;23391;BP BRANCO POLAR HYU 2013 900ML WANDA-21,46-ST;;;UN;81;2.818,80;95;5.217,20;3.143,55;2.073,65;39,75;0;0;0,18;25,07;MARÇO
00000034-AKZO NOBEL LTDA;23069;KIT PRIMER 5100 CINZA MEDIO E END 3093 150ML WANDA-21,46-ST;;;UN;88;3.158,32;96;4.721,63;3.275,03;1.446,60;30,64;0;0;0,16;25,24;MARÇO
00000034-AKZO NOBEL LTDA;9954;AUTOBASE PLUS MM Q811J METALICO MEDIO 3,75L-21,67-ST;;;UN;8;4.111,52;7;4.587,81;3.420,76;1.167,05;25,44;0;0;0,16;25,4;MARÇO
00000034-AKZO NOBEL LTDA;21075;ENDURECEDOR 3093 450ML WANDA;;;UN;135;3.461,40;138;4.543,67;3.364,44;1.179,23;25,95;0;0;0,16;25,55;MARÇO
00000034-AKZO NOBEL LTDA;20426;WANDABASE MM 2903 BRANCO EFFECT COLOR 0,9L-21,46-ST;;;UN;33;9.846,21;10;4.490,86;2.837,10;1.653,76;36,83;0;0;0,16;25,71;MARÇO
00000034-AKZO NOBEL LTDA;9752;SELADORA P/ PLASTICO 900ML WANDA-22,35-ST;;;UN;68;2.088,96;106;4.250,97;3.096,26;1.154,71;27,16;0;0;0,15;25,86;MARÇO
00000034-AKZO NOBEL LTDA;23383;KIT PU BRANCO CRISTAL VW 1999 900ML WANDA-21,67-ST;;;UN;32;1.318,08;57;4.215,01;2.232,19;1.982,82;47,04;0;0;0,15;26,01;MARÇO
00000034-AKZO NOBEL LTDA;85410;KIT PRIMER 5500 CINZA MEDIO E END 3093 150ML WANDA;;;UN;70;2.536,80;66;4.047,86;2.274,36;1.773,50;43,81;0;0;0,14;26,15;MARÇO
00000034-AKZO NOBEL LTDA;20114;WANDABASE MM 2004 ALUMINIO BRILHANTE 3,6L-21,67-ST;;;UN;30;6.996,30;11;3.990,15;2.439,36;1.550,79;38,87;0;0;0,14;26,29;MARÇO
00000034-AKZO NOBEL LTDA;9997;THINNER SRA 1LT SIKKENS;;;UN;74;2.470,12;78;3.984,83;2.429,70;1.555,13;39,03;0;0;0,14;26,43;MARÇO
00000034-AKZO NOBEL LTDA;9995;REDUCER MEDIUM 5LTS SIKKENS;;;UN;30;4.540,80;16;3.754,82;2.259,70;1.495,12;39,82;0;0;0,13;26,56;MARÇO
00000034-AKZO NOBEL LTDA;21862;HARDENER CLASSIC VERNIZ FAST 300ML SIKKENS;;;UN;111;2.383,17;99;3.750,83;2.150,28;1.600,55;42,67;0;0;0,13;26,69;MARÇO
00000034-AKZO NOBEL LTDA;9804;DESENGRAXANTE 900ML WANDA;;;UN;91;2.741,83;103;3.735,64;2.895,33;840,31;22,49;0;0;0,13;26,82;MARÇO
00000034-AKZO NOBEL LTDA;9922;AUTOBASE PLUS MM Q190 CONTROLADOR DE FLOP 1L-21,67-ST;;;UN;3;372,06;21;3.676,01;2.476,44;1.199,57;32,63;0;0;0,13;26,95;MARÇO
00000034-AKZO NOBEL LTDA;9955;AUTOBASE PLUS MM Q811M METALICO GRAUDO BRILHANTE 1L-21,67-ST;;;UN;0;0;24;3.556,11;2.728,81;827,3;23,26;0;0;0,12;27,07;MARÇO
00000034-AKZO NOBEL LTDA;21272;BP PRETO LIZST GM 1994 900ML WANDA-21,67-ST;;;UN;109;2.983,33;66;3.441,51;1.717,99;1.723,52;50,08;0;0;0,12;27,19;MARÇO
00000034-AKZO NOBEL LTDA;9982;AUTOBASE PLUS MM Q961H EFEITO AZUL 1L-25,37-ST;;;UN;9;4.497,57;6;3.411,70;2.851,02;560,68;16,43;0;0;0,12;27,31;MARÇO
00000034-AKZO NOBEL LTDA;21301;BP VERMELHO ALPINE FIAT 1995 900ML WANDA-21,94-ST;;;UN;63,5;2.019,93;49;2.932,14;1.482,26;1.449,88;49,45;0;0;0,1;27,41;MARÇO
00000034-AKZO NOBEL LTDA;9967;AUTOBASE PLUS MM Q923H PEROLA VERMELHA GRAUDA 1L-25,63-ST;;;UN;7;3.416,35;5;2.927,10;2.320,35;606,75;20,73;0;0;0,1;27,51;MARÇO
00000034-AKZO NOBEL LTDA;9799;DESOXIDANTE 1L WANDA;;;UN;86;2.383,92;72;2.863,14;1.897,92;965,22;33,71;0;0;0,1;27,61;MARÇO
00000034-AKZO NOBEL LTDA;23382;BP PRATA ETOILLE RENAULT 2007 900ML WANDA-21,67-ST;;;UN;28,5;814,53;54;2.761,95;1.467,72;1.294,23;46,86;0;0;0,1;27,71;MARÇO
00000034-AKZO NOBEL LTDA;23259;BP VERMELHO FLASH VW 2009 900ML WANDA-21,94-ST;;;UN;50,5;1.620,04;43,5;2.714,67;1.327,19;1.387,48;51,11;0;0;0,09;27,81;MARÇO
00000034-AKZO NOBEL LTDA;21010;KIT PU PRETO NINJA VW 1995 900ML WANDA;;;PC;51;2.469,93;33;2.634,07;1.519,65;1.114,42;42,31;0;0;0,09;27,9;MARÇO
00000034-AKZO NOBEL LTDA;23361;BP PRATA SIRIUS MET VW 2009 900ML WANDA-21,67-ST;;;UN;78;2.285,40;48;2.588,11;1.337,28;1.250,83;48,33;0;0;0,09;27,99;MARÇO
00000034-AKZO NOBEL LTDA;23063;KIT VERNIZ 5100 E END 3093 150ML WANDA-21,46-ST;;;UN;90;2.844,90;54;2.532,20;1.623,24;908,96;35,9;0;0;0,09;28,08;MARÇO
00000034-AKZO NOBEL LTDA;9950;AUTOBASE PLUS MM Q726 VIOLETA AVERMELHADO 1L-25,63-ST;;;UN;2;976,1;4;2.453,76;1.856,28;597,48;24,35;0;0;0,09;28,16;MARÇO
00000034-AKZO NOBEL LTDA;23386;KIT PU BRANCO 9147 MB 1994 900ML WANDA-21,46-ST;;;UN;34;1.402,16;30;2.366,60;1.176,30;1.190,30;50,3;0;0;0,08;28,24;MARÇO
00000034-AKZO NOBEL LTDA;21289;BP PRATA GLOBAL MET HONDA 2005 900ML WANDA-21,67-ST;;;UN;73;2.158,61;41;2.286,59;1.152,92;1.133,67;49,58;0;0;0,08;28,32;MARÇO
00000034-AKZO NOBEL LTDA;9913;EMBALAGEM 900ML WANDA;;;UN;2.155,00;9.137,20;488;2.271,66;1.966,64;305,02;13,43;0;0;0,08;28,4;MARÇO
00000034-AKZO NOBEL LTDA;23387;KIT PU BRANCO GEADA VW 1995 900ML WANDA;;;UN;26;1.072,24;36;2.177,97;1.411,56;766,41;35,19;0;0;0,08;28,48;MARÇO
00000034-AKZO NOBEL LTDA;23375;BP BRANCO ARTICO FORD 1998 900ML WANDA-21,94-ST;;;UN;41;1.405,48;34,5;2.009,90;1.124,70;885,2;44,04;0;0;0,07;28,55;MARÇO
00000034-AKZO NOBEL LTDA;23360;BP PRATA SWITCHBLADE MET GM 2009 900ML WANDA-21,67-ST;;;UN;66,5;1.863,33;43;1.999,90;1.145,52;854,38;42,72;0;0;0,07;28,62;MARÇO
00000034-AKZO NOBEL LTDA;21250;WANDABASE MM 2006 ALUMINIO MEDIO/FINO 3,6L-21,67-ST;;;UN;21;5.582,64;5;1.989,72;1.263,85;725,87;36,48;0;0;0,07;28,69;MARÇO
00000034-AKZO NOBEL LTDA;23410;AUTOBASE PLUS MM Q196 BRANCO TRANSPARENTE 1L-25,37-ST;;;UN;6;2.928,30;3;1.980,41;1.392,21;588,2;29,7;0;0;0,07;28,76;MARÇO
00000034-AKZO NOBEL LTDA;23623;MASSA POLYKIT CLASSIC 2K SIKKENS;;;UN;21;1.796,13;20;1.926,47;1.730,40;196,07;10,18;0;0;0,07;28,83;MARÇO
00000034-AKZO NOBEL LTDA;21030;AUTOBASE PLUS MM Q964H PEROLA AZUL FINA 1L-25,37-ST;;;UN;6;2.928,30;3;1.911,97;1.392,21;519,76;27,18;0;0;0,07;28,89;MARÇO
00000034-AKZO NOBEL LTDA;9984;AUTOBASE PLUS MM Q964R PEROLA AZUL 1L-21,67-ST;;;UN;2;752,52;4;1.906,31;1.431,08;475,23;24,93;0;0;0,07;28,96;MARÇO
00000034-AKZO NOBEL LTDA;21299;BP PRATA REFLEX MET VW 1999 900ML WANDA-21,67-ST;;;UN;45;1.287,00;34;1.875,91;924,8;951,11;50,7;0;0;0,07;29,02;MARÇO
00000034-AKZO NOBEL LTDA;23378;BP PRETO VULCANO FIAT 1998 900ML WANDA-21,67-ST;;;UN;34,5;944,26;38;1.848,59;989,14;859,45;46,49;0;0;0,06;29,09;MARÇO
00000034-AKZO NOBEL LTDA;9916;AUTOBASE PLUS MM Q070 POTENCIALIZADOR DE TRANSPARENCIA 1L-21,45-ST;;;UN;13;1.633,97;9;1.779,90;1.075,63;704,27;39,57;0;0;0,06;29,15;MARÇO
00000034-AKZO NOBEL LTDA;22954;BP PRATA POLARIS METALICO GM 2004 900ML WANDA-21,67-ST;;;UN;56;1.453,76;32,5;1.701,57;802,1;899,47;52,86;0;0;0,06;29,21;MARÇO
00000034-AKZO NOBEL LTDA;84929;BP BRANCO GLACIER RENAULT 2000 900ML WANDA-21,94-ST;;;UN;34,5;1.173,69;26,5;1.688,98;857,29;831,69;49,24;0;0;0,06;29,27;MARÇO
00000034-AKZO NOBEL LTDA;22653;EMBALAGEM 3,6L AUTOCOAT BT WANDA;;;UN;544;7.713,92;102;1.668,46;1.377,00;291,46;17,47;0;0;0,06;29,33;MARÇO
00000034-AKZO NOBEL LTDA;9989;SPRAY SPOTPRIMER CINZA 400ML SIKKENS-25,63-ST;;;UN;9;393,84;22;1.606,28;962,72;643,56;40,07;0;0;0,06;29,38;MARÇO
00000034-AKZO NOBEL LTDA;9926;AUTOBASE PLUS MM Q231 VERMELHO BRILHANTE 1L-25,37-ST;;;UN;3;950,16;4;1.592,35;1.204,64;387,71;24,35;0;0;0,06;29,44;MARÇO
00000034-AKZO NOBEL LTDA;9868;WANDABASE MM 2008 ALUMINIO GR. BRILHANTE 0,9L-21,46-ST;;;UN;52;3.179,28;17;1.571,08;988,38;582,7;37,09;0;0;0,05;29,49;MARÇO
00000034-AKZO NOBEL LTDA;9786;ENDURECEDOR 3093 150ML WANDA;;;UN;93;1.023,00;88;1.499,46;920,48;578,98;38,61;0;0;0,05;29,55;MARÇO
00000034-AKZO NOBEL LTDA;23257;KIT PU VERMELHO ALPINE FIAT 900ML WANDA;;;UN;40;1.775,20;19;1.494,94;801,8;693,14;46,37;0;0;0,05;29,6;MARÇO
00000034-AKZO NOBEL LTDA;9860;WANDABASE MM 2000 BINDER 18L-21,45-ST;;;UN;16;8.780,80;2;1.461,12;1.043,66;417,46;28,57;0;0;0,05;29,65;MARÇO
00000034-AKZO NOBEL LTDA;23357;BP CINZA SCANDIUM MET FIAT 2003 900ML WANDA-21,67-ST;;;UN;23;644;26,5;1.442,37;705,43;736,94;51,09;0;0;0,05;29,7;MARÇO
00000034-AKZO NOBEL LTDA;9873;WANDABASE MM 2203 VERMELHO VINHO TR. 3,6L-21,67-ST;;;UN;13;6.466,20;2;1.434,04;945,92;488,12;34,04;0;0;0,05;29,75;MARÇO
00000034-AKZO NOBEL LTDA;9938;AUTOBASE PLUS MM Q437 AMARELO OXIDO BRILHANTE 1L-25,37-ST;;;UN;5;1.165,65;4;1.407,04;886,68;520,36;36,98;0;0;0,05;29,8;MARÇO
00000034-AKZO NOBEL LTDA;9893;WANDABASE MM 2655 AZUL INTENSO 0,9L-21,46-ST;;;UN;33;2.475,00;12;1.332,77;855,84;476,93;35,78;0;0;0,05;29,85;MARÇO
00000034-AKZO NOBEL LTDA;9927;AUTOBASE PLUS MM Q232 VERMELHO TRANSPARENTE 1L-25,87-ST;;;UN;0;0;2;1.332,44;1.306,32;26,12;1,96;0;0;0,05;29,89;MARÇO
00000034-AKZO NOBEL LTDA;9882;WANDABASE MM 2276 ROSA TR. II 0,9L-21,46-ST;;;UN;23;2.644,31;7;1.327,39;765,24;562,15;42,35;0;0;0,05;29,94;MARÇO
00000034-AKZO NOBEL LTDA;85032;AUTOBASE PLUS MM Q653 AZUL ESVERDEADO 1L-25,37-ST;;;UN;6;2.425,32;2;1.287,44;768,72;518,72;40,29;0;0;0,04;29,98;MARÇO
00000034-AKZO NOBEL LTDA;21861;PRIMER CLASSIC FAST 900ML SIKKENS-21,46-ST;;;UN;20;913,2;15;1.287,36;651,15;636,21;49,42;0;0;0,04;30,03;MARÇO
