FORNECEDOR;CÓDIGO;DESCRIÇÃO DO PRODUTO;REFERÊNCIA;;UN.;QTD.ESTQ;VLR. ESTQ;QTD. FATUR;FATURAMENTO;TOT.CUSTO;MARG. VALOR;MARG. %;LITROS;KILOS;REP. %;ACUM. %;mês
00000035-SHERWIN - WILLIAMS DO BRASIL IND. E COM. LTDA;20145;ENDURECEDOR H81 P/ PRIMER P81 100ML LAZZURIL;;;UN;37;291,93;24;240;184,8;55,2;23;0;0;0,01;39,98;ABRIL
00000035-SHERWIN - WILLIAMS DO BRASIL IND. E COM. LTDA;21039;PRETO FOSCO VINILICO 600ML LAZZURIL;;;UN;49;1.073,59;6;234;128,7;105,3;45;0;0;0,01;39,99;ABRIL
00000035-SHERWIN - WILLIAMS DO BRASIL IND. E COM. LTDA;23678;SPRAY COLOR BRANCO FOSCO 300ML LAZZURIL;;;UN;14;197,68;8;222,1;105,6;116,5;52,45;0;0;0,01;40;ABRIL
00000035-SHERWIN - WILLIAMS DO BRASIL IND. E COM. LTDA;85593;SPRAY COLOR BUMPER CROSS PRETO/NEGRO 300ML LAZZURIL;;;UN;15;403,5;4;219,67;107,6;112,07;51,02;0;0;0,01;40,01;ABRIL
00000035-SHERWIN - WILLIAMS DO BRASIL IND. E COM. LTDA;20339;LAZZUDUR POLIESTER PRATA GEADA III MET 900ML;;;UN;11;321,75;5;216,38;137,35;79,03;36,52;0;0;0,01;40,01;ABRIL
00000035-SHERWIN - WILLIAMS DO BRASIL IND. E COM. LTDA;21953;SPRAY COLOR CINZA PLACA 300ML LAZZURIL;;;UN;35;466,55;7;203,11;86,52;116,59;57,4;0;0;0,01;40,02;ABRIL
00000035-SHERWIN - WILLIAMS DO BRASIL IND. E COM. LTDA;21753;SPRAY COLOR GRAFITE METALICO P/ RODAS 300ML LAZZURIL;;;UN;40;544;6;167,69;75,3;92,39;55,1;0;0;0,01;40,03;ABRIL
00000035-SHERWIN - WILLIAMS DO BRASIL IND. E COM. LTDA;23616;LAZZUDUR POLIESTER PRATA SAND MET 900ML;;;UN;36;1.145,16;5;162,25;159,05;3,2;1,97;0;0;0,01;40,03;ABRIL
00000035-SHERWIN - WILLIAMS DO BRASIL IND. E COM. LTDA;21969;SPRAY COLOR VERMELHO ROYAL 300ML LAZZURIL;;;UN;11;135,85;6;162,23;73,78;88,45;54,52;0;0;0,01;40,04;ABRIL
00000035-SHERWIN - WILLIAMS DO BRASIL IND. E COM. LTDA;23656;ADITIVO TEXTURIZADOR 900ML LAZZURIL;;;UN;56;4.439,68;1;156,98;79,28;77,7;49,5;0;0;0,01;40,05;ABRIL
00000035-SHERWIN - WILLIAMS DO BRASIL IND. E COM. LTDA;21034;LAZZUDUR PU BRANCO GEADA I 675ML;;;UN;17;481,78;3;154,56;76,8;77,76;50,31;0;0;0,01;40,05;ABRIL
00000035-SHERWIN - WILLIAMS DO BRASIL IND. E COM. LTDA;21754;SPRAY COLOR PRATA LUNAR 300ML LAZZURIL;;;UN;21;326,13;5;144,04;72,6;71,44;49,6;0;0;0,01;40,06;ABRIL
00000035-SHERWIN - WILLIAMS DO BRASIL IND. E COM. LTDA;87110;LAZZUDUR PU VERMELHO LYRA 675ML;;;UN;16;563,68;2;132,8;70,46;62,34;46,94;0;0;0,01;40,06;ABRIL
00000035-SHERWIN - WILLIAMS DO BRASIL IND. E COM. LTDA;86863;CORANTE LIQUIDO XADREZ AZUL 50ML;;;UN;14;48,3;24;122,73;82,8;39,93;32,53;0;0;0;40,07;ABRIL
00000035-SHERWIN - WILLIAMS DO BRASIL IND. E COM. LTDA;21378;ACELERADOR SECAGEM 450ML LAZZURIL;;;UN;38;1.212,58;2;118,66;63,82;54,84;46,22;0;0;0;40,07;ABRIL
00000035-SHERWIN - WILLIAMS DO BRASIL IND. E COM. LTDA;87085;SPRAY COLOR VERMELHO CASE 300ML LAZZURIL;;;UN;15;211,2;4;107,9;56,32;51,58;47,8;0;0;0;40,08;ABRIL
00000035-SHERWIN - WILLIAMS DO BRASIL IND. E COM. LTDA;21553;LAZZUDUR POLIESTER CINZA PALADIUM MET NH737M 900ML;;;UN;12;450,84;2;103,1;76,2;26,9;26,09;0;0;0;40,08;ABRIL
00000035-SHERWIN - WILLIAMS DO BRASIL IND. E COM. LTDA;85297;LAZZUDUR POLIESTER VERMELHO MONTECARLO L.VR978/A 900ML;;;UN;7;326,69;1;99;46,67;52,33;52,86;0;0;0;40,08;ABRIL
00000035-SHERWIN - WILLIAMS DO BRASIL IND. E COM. LTDA;20383;LAZZUDUR POLIESTER PRATA REFLEX MET 900ML;;;UN;13;317,2;3;97,78;72,89;24,89;25,46;0;0;0;40,09;ABRIL
00000035-SHERWIN - WILLIAMS DO BRASIL IND. E COM. LTDA;87081;SPRAY COLOR CINZA CHASSIS 300ML LAZZURIL;;;UN;36;493,56;4;97,6;51,48;46,12;47,25;0;0;0;40,09;ABRIL
00000035-SHERWIN - WILLIAMS DO BRASIL IND. E COM. LTDA;20346;LAZZUDUR POLIESTER BRANCO MAHLER II LISA 900ML;;;UN;10;288,6;2;95,8;48,96;46,84;48,89;0;0;0;40,1;ABRIL
00000035-SHERWIN - WILLIAMS DO BRASIL IND. E COM. LTDA;21782;LAZZUDUR POLIESTER BRANCO POLAR LISA 900ML;;;UN;19;491,72;2;88,3;51,76;36,54;41,38;0;0;0;40,1;ABRIL
00000035-SHERWIN - WILLIAMS DO BRASIL IND. E COM. LTDA;87083;SPRAY COLOR PRATA BARI V MET. 300ML LAZZURIL;;;UN;25;350,25;3;80,31;42,51;37,8;47,07;0;0;0;40,1;ABRIL
00000035-SHERWIN - WILLIAMS DO BRASIL IND. E COM. LTDA;20321;LAZZUDUR POLIESTER CINZA SCANDIUM MET 900ML;;;UN;8;223,12;2;69,2;49,34;19,86;28,7;0;0;0;40,1;ABRIL
00000035-SHERWIN - WILLIAMS DO BRASIL IND. E COM. LTDA;23122;LAZZUDUR PU AZUL BUZIOS 675ML;;;UN;25;987,75;1;67;36,92;30,08;44,9;0;0;0;40,11;ABRIL
00000035-SHERWIN - WILLIAMS DO BRASIL IND. E COM. LTDA;20325;LAZZUDUR POLIESTER PRATA BARI MET 900ML;;;UN;1;25,6;2;64,44;46,78;17,66;27,41;0;0;0;40,11;ABRIL
00000035-SHERWIN - WILLIAMS DO BRASIL IND. E COM. LTDA;86866;CORANTE LIQUIDO XADREZ PRETO 50ML;;;UN;4;13,8;10;60,77;34,5;26,27;43,23;0;0;0;40,11;ABRIL
00000035-SHERWIN - WILLIAMS DO BRASIL IND. E COM. LTDA;87086;SPRAY COLOR VERDE SEGURANÇA 10GY6/6 300ML LAZZURIL;;;UN;24;337,92;2;59,36;28,16;31,2;52,56;0;0;0;40,11;ABRIL
00000035-SHERWIN - WILLIAMS DO BRASIL IND. E COM. LTDA;20352;LAZZUDUR POLIESTER PRATA ESCUNA III MET 900ML;;;UN;18;534,78;1;52;27,15;24,85;47,79;0;0;0;40,12;ABRIL
00000035-SHERWIN - WILLIAMS DO BRASIL IND. E COM. LTDA;21035;LAZZUDUR PU BRANCO MAHLER 675ML;;;UN;22;582,56;1;48;26,48;21,52;44,83;0;0;0;40,12;ABRIL
00000035-SHERWIN - WILLIAMS DO BRASIL IND. E COM. LTDA;86865;CORANTE LIQUIDO XADREZ MARROM 50ML;;;UN;87;300,15;6;41,3;20,7;20,6;49,88;0;0;0;40,12;ABRIL
00000035-SHERWIN - WILLIAMS DO BRASIL IND. E COM. LTDA;23761;SPRAY COLOR ROSA MARY 300ML LAZZURIL;FL;;UN;3;30,99;1;35;10,33;24,67;70,49;0;0;0;40,12;ABRIL
00000035-SHERWIN - WILLIAMS DO BRASIL IND. E COM. LTDA;87084;SPRAY COLOR AMARELO SEGURANÇA 300ML LAZZURIL;;;UN;25;352;1;28;14,08;13,92;49,71;0;0;0;40,12;ABRIL
00000035-SHERWIN - WILLIAMS DO BRASIL IND. E COM. LTDA;23395;SPRAY COLOR OURO VILA RICA METATICO 300ML LAZZURIL;;;UN;32;509,44;1;28;14,57;13,43;47,96;0;0;0;40,12;ABRIL
00000035-SHERWIN - WILLIAMS DO BRASIL IND. E COM. LTDA;86864;CORANTE LIQUIDO XADREZ OCRE 50ML;;;UN;149;514,05;4;26,55;13,8;12,75;48,02;0;0;0;40,12;ABRIL
00000035-SHERWIN - WILLIAMS DO BRASIL IND. E COM. LTDA;86868;CORANTE LIQUIDO XADREZ VERMELHO 50ML;;;UN;77;265,65;4;26,4;13,8;12,6;47,73;0;0;0;40,12;ABRIL
00000035-SHERWIN - WILLIAMS DO BRASIL IND. E COM. LTDA;84828;ESPATULA  PLASTICA BRANCA CELULOIDE;FL;;UN;-7;-17,43;2;14,3;4,98;9,32;65,17;0;0;0;40,13;ABRIL
00000035-SHERWIN - WILLIAMS DO BRASIL IND. E COM. LTDA;86861;CORANTE LIQUIDO XADREZ AMARELO 50ML;;;UN;15;51,75;2;11,02;6,9;4,12;37,39;0;0;0;40,13;ABRIL
00000035-SHERWIN - WILLIAMS DO BRASIL IND. E COM. LTDA;86862;CORANTE LIQUIDO XADREZ LARANJA 50ML;;;UN;172;593,4;1;6,4;3,45;2,95;46,09;0;0;0;40,13;ABRIL
00000035-SHERWIN - WILLIAMS DO BRASIL IND. E COM. LTDA;86869;CORANTE LIQUIDO XADREZ VIOLETA 50ML;;;UN;173;596,85;1;6,27;3,45;2,82;44,98;0;0;0;40,13;ABRIL
00000035-SHERWIN - WILLIAMS DO BRASIL IND. E COM. LTDA;21858;ABRIDOR DE LATAS LOGOTIPO LAZZURIL;;;UN;15;57,45;1;5,98;3,83;2,15;35,95;0;0;0;40,13;ABRIL
00000036-3M DO BRASIL LTDA;22684;FITA ALTA PERFO 16MMX40M AMARELA 3M;;;UN;8.137,00;28.398,13;9.646,00;41.913,44;29.709,68;12.203,76;29,12;0;0;1,6;41,73;ABRIL
00000036-3M DO BRASIL LTDA;13;LIXA DAGUA FOLHA INTEIRA Nº 1200 401Q 3M;;;UN;3.220,00;14.779,80;3.208,00;21.139,41;13.345,28;7.794,13;36,87;0;0;0,81;42,54;ABRIL
00000036-3M DO BRASIL LTDA;23110;DISCO BLUE 080 152MM 7F 321U 3M;;;UN;5.914,00;12.123,70;5.373,00;14.155,79;9.927,05;4.228,74;29,87;0;0;0,54;43,08;ABRIL
00000036-3M DO BRASIL LTDA;20135;DISCO TRIZACT P3000 152MM 3M;;;UN;328;6.661,68;499;14.118,01;9.610,74;4.507,27;31,93;0;0;0,54;43,62;ABRIL
00000036-3M DO BRASIL LTDA;22188;FITA ALTA PERFO 48MMX40M AMARELA 3M;;;UN;1.096,00;13.480,80;902;13.639,42;9.822,78;3.816,64;27,98;0;0;0,52;44,14;ABRIL
00000036-3M DO BRASIL LTDA;15;LIXA DAGUA FOLHA INTEIRA Nº 1500 401Q 3M;;;UN;1.876,00;8.610,84;1.632,00;11.272,45;6.789,12;4.483,33;39,77;0;0;0,43;44,57;ABRIL
00000036-3M DO BRASIL LTDA;23107;DISCO BLUE 320 152MM 7F 321U 3M;;;UN;4.272,00;9.013,92;4.039,00;10.291,80;7.472,15;2.819,65;27,4;0;0;0,39;44,96;ABRIL
00000036-3M DO BRASIL LTDA;23106;DISCO BLUE 220 152MM 7F 321U 3M;;;UN;3.860,00;8.144,60;3.160,00;8.401,32;6.067,20;2.334,12;27,78;0;0;0,32;45,28;ABRIL
00000036-3M DO BRASIL LTDA;10067;BOINA DUPLA FACE DE LA NORMAL PN33313 3M;;;UN;94;6.929,68;65;7.272,11;4.507,75;2.764,36;38,01;0;0;0,28;45,56;ABRIL
00000036-3M DO BRASIL LTDA;23100;LIXA BLUE 080 225X275MM 338U 3M;;;UN;3.131,00;5.823,66;2.586,00;6.717,20;4.370,34;2.346,86;34,94;0;0;0,26;45,82;ABRIL
00000036-3M DO BRASIL LTDA;23105;DISCO BLUE 150 152MM 7F 321U 3M;;;UN;2.498,00;5.270,78;2.161,00;5.443,52;4.149,12;1.294,40;23,78;0;0;0,21;46,03;ABRIL
00000036-3M DO BRASIL LTDA;23096;LIXA BLUE 320 225X275MM 338U 3M;;;PC;2.522,00;4.690,92;1.866,00;4.917,35;3.153,54;1.763,81;35,87;0;0;0,19;46,22;ABRIL
00000036-3M DO BRASIL LTDA;23433;FILME PLÁSTICO AUTO 4MX80M 3M-25,60-ST;;;UN;19;2.422,88;24;4.820,39;2.859,72;1.960,67;40,67;0;0;0,18;46,4;ABRIL
00000036-3M DO BRASIL LTDA;22173;FITA ALTA PERFO 18MMX40M AMARELA 3M;;;UN;851;3.344,43;978;4.752,15;3.403,44;1.348,71;28,38;0;0;0,18;46,58;ABRIL
00000036-3M DO BRASIL LTDA;20985;BOINA DUPLA FACE DE LA AGRESSIVA ER PN05753 3M;;;UN;22;4.795,78;19;4.727,50;3.876,19;851,31;18,01;0;0;0,18;46,76;ABRIL
00000036-3M DO BRASIL LTDA;23108;DISCO BLUE 400 152MM 7F 321U 3M;;;UN;1.995,00;4.089,75;1.746,00;4.253,47;3.230,10;1.023,37;24,06;0;0;0,16;46,92;ABRIL
00000036-3M DO BRASIL LTDA;16;LIXA DAGUA MEIA FOLHA Nº 2000 401Q 3M;;;UN;1.284,00;3.120,12;1.135,00;4.218,53;2.497,00;1.721,53;40,81;0;0;0,16;47,09;ABRIL
00000036-3M DO BRASIL LTDA;22063;CORREIA CUBII 60+;;;UN;559;5.517,33;368;4.210,12;3.293,60;916,52;21,77;0;0;0,16;47,25;ABRIL
00000036-3M DO BRASIL LTDA;23102;LIXA BLUE 600 225X275MM 338U 3M;;;UN;1.517,00;2.154,14;1.948,00;4.184,56;2.512,92;1.671,64;39,95;0;0;0,16;47,41;ABRIL
00000036-3M DO BRASIL LTDA;23097;LIXA BLUE 400 225X275MM 338U 3M;;;PC;2.356,00;3.534,00;1.336,00;3.524,04;1.816,96;1.707,08;48,44;0;0;0,13;47,54;ABRIL
00000036-3M DO BRASIL LTDA;22934;LIXADEIRA CORREIAS 18 3M;;;UN;2;3.124,52;6;3.312,55;8.502,78;-5.190,23;-156,68;0;0;0,13;47,67;ABRIL
00000036-3M DO BRASIL LTDA;87254;PISTOLA DE PINTURA PSG 2 PN26852 3M;;;UN;3;6.642,06;1;2.999,90;2.320,78;679,12;22,64;0;0;0,11;47,78;ABRIL
00000036-3M DO BRASIL LTDA;22233;FITA DUPLA FACE 9,5MMX20M VERDE 3M;;;UN;88;2.110,24;75;2.696,77;1.717,50;979,27;36,31;0;0;0,1;47,89;ABRIL
00000036-3M DO BRASIL LTDA;24257;DISCO TRIZACT P8000 152MM 3M;;;UN;118;2.756,48;79;2.616,05;1.790,14;825,91;31,57;0;0;0,1;47,99;ABRIL
00000036-3M DO BRASIL LTDA;24256;LIQUIDO DE ACABAMENTO 2EM1 500ML 3M;;;UN;45;3.445,65;24;2.539,83;1.666,80;873,03;34,37;0;0;0,1;48,08;ABRIL
00000036-3M DO BRASIL LTDA;23103;LIXA BLUE 800 225X275MM 338U 3M;;;UN;1.322,00;2.458,92;969;2.344,09;1.637,61;706,48;30,14;0;0;0,09;48,17;ABRIL
00000036-3M DO BRASIL LTDA;20231;PRIMER P-8225A LATA 940ML 3M;;;UN;18;1.741,32;16;2.261,31;1.460,32;800,99;35,42;0;0;0,09;48,26;ABRIL
00000036-3M DO BRASIL LTDA;23101;LIXA BLUE 150 225X275MM 338U 3M;;;PC;1.295,00;2.408,70;807;2.096,85;1.363,83;733,02;34,96;0;0;0,08;48,34;ABRIL
00000036-3M DO BRASIL LTDA;87201;DISCO ESPUMA P2000 152MM 33544 3M;;;UN;163;1.475,15;143;1.914,54;1.279,85;634,69;33,15;0;0;0,07;48,41;ABRIL
00000036-3M DO BRASIL LTDA;87202;DISCO ESPUMA P1500 152MM 33543 3M;;;UN;235;2.126,75;139;1.856,79;1.244,05;612,74;33;0;0;0,07;48,48;ABRIL
00000036-3M DO BRASIL LTDA;23458;LIQUIDO LUSTRADOR 500ML 3M;;;UN;44;1.908,72;23;1.854,20;887,8;966,4;52,12;0;0;0,07;48,55;ABRIL
00000036-3M DO BRASIL LTDA;20577;LIXA FERRO Nº 36 3M;;;UN;429;926,64;564;1.751,98;1.235,16;516,82;29,5;0;0;0,07;48,62;ABRIL
00000036-3M DO BRASIL LTDA;10073;POLIDOR PREMIUM 1KG 3M;;;UN;48;2.411,52;24;1.726,39;1.168,80;557,59;32,3;0;0;0,07;48,69;ABRIL
00000036-3M DO BRASIL LTDA;23104;DISCO BLUE 120 152MM 7F 321U 3M;;;UN;1.101,00;2.323,11;589;1.648,87;1.106,17;542,7;32,91;0;0;0,06;48,75;ABRIL
00000036-3M DO BRASIL LTDA;23099;LIXA BLUE 220 225X275MM 338U 3M;;;PC;1.406,00;2.615,16;608;1.641,03;1.027,52;613,51;37,39;0;0;0,06;48,81;ABRIL
00000036-3M DO BRASIL LTDA;24262;BOINA DE ESPUMA ROXA ER 8P PN33035 3M;;;UN;3;472,68;10;1.620,32;1.429,30;191,02;11,79;0;0;0,06;48,87;ABRIL
00000036-3M DO BRASIL LTDA;87203;DISCO ESPUMA P1200 152MM 33542 3M;;;UN;150;1.357,50;115;1.544,50;1.029,25;515,25;33,36;0;0;0,06;48,93;ABRIL
00000036-3M DO BRASIL LTDA;22065;CORREIA CUBII 36+;;;UN;174;1.717,38;106;1.327,44;948,7;378,74;28,53;0;0;0,05;48,98;ABRIL
00000036-3M DO BRASIL LTDA;87207;DISCO ESPUMA P400 152MM 33538 3M;;;UN;102;960,84;94;1.261,72;848,35;413,37;32,76;0;0;0,05;49,03;ABRIL
00000036-3M DO BRASIL LTDA;39;ADESIVO DE COLAGEM CHAPAS METALICAS PBA 240GR 3M;;;UN;4;1.181,80;3;1.024,38;837,63;186,75;18,23;0;0;0,04;49,07;ABRIL
00000036-3M DO BRASIL LTDA;87205;DISCO ESPUMA P800 152MM 33540 3M;;;UN;131;1.185,55;72;970,24;667,9;302,34;31,16;0;0;0,04;49,11;ABRIL
00000036-3M DO BRASIL LTDA;23468;ULTRAFINA FINALIZADOR 500ML 3M;;;UN;20;2.535,20;6;947,46;689,94;257,52;27,18;0;0;0,04;49,15;ABRIL
00000036-3M DO BRASIL LTDA;87206;DISCO ESPUMA P600 152MM 33539 3M;;;UN;158;1.429,90;67;902,79;620,8;281,99;31,24;0;0;0,03;49,18;ABRIL
00000036-3M DO BRASIL LTDA;83819;LIXA DAGUA MEIA FOLHA Nº 3000 401Q 3M;;;UN;395;1.153,40;192;862,35;508,8;353,55;41;0;0;0,03;49,21;ABRIL
00000036-3M DO BRASIL LTDA;21203;MASSA DE POLIR 1KG 3M;;;UN;22;412,72;26;833,11;487,76;345,35;41,45;0;0;0,03;49,24;ABRIL
00000036-3M DO BRASIL LTDA;23126;DISCO BLUE 040 152MM 7F 321U 3M;;;UN;599;1.473,54;211;816,25;472,64;343,61;42,1;0;0;0,03;49,28;ABRIL
00000036-3M DO BRASIL LTDA;23124;FITA POLIPROPILENO P/ CONTORNOS 6MMX55M FINA 3M;;;UN;97;2.081,62;22;813,72;472,12;341,6;41,98;0;0;0,03;49,31;ABRIL
00000036-3M DO BRASIL LTDA;9751;FINESS IT 500ML 3M;;;UN;16;708;10;767,03;391,1;375,93;49,01;0;0;0,03;49,34;ABRIL
00000036-3M DO BRASIL LTDA;23353;BOINA DUPLA FACE DE ESPUMA BRANCA ER P/ POLIR 8P PN05706 3M;;;UN;10;2.021,10;3;697,44;582,99;114,45;16,41;0;0;0,03;49,36;ABRIL
00000036-3M DO BRASIL LTDA;87204;DISCO ESPUMA P1000 152MM 33541 3M;;;UN;168;1.582,56;50;678,45;463,95;214,5;31,62;0;0;0,03;49,39;ABRIL
00000036-3M DO BRASIL LTDA;24183;FITA DUPLA FACE 4910 VHB 5MMX33M 3M;;;UN;52;1.201,72;22;676,14;508,42;167,72;24,81;0;0;0,03;49,41;ABRIL
00000036-3M DO BRASIL LTDA;22055;DISCO ROLOC CUBII 36+ 3M;;;UN;291;1.492,83;110;675,34;542,3;133,04;19,7;0;0;0,03;49,44;ABRIL
00000036-3M DO BRASIL LTDA;23109;DISCO BLUE 600 152MM 7F 321U 3M;;;UN;552;1.131,60;220;652,31;407;245,31;37,61;0;0;0,02;49,47;ABRIL
00000036-3M DO BRASIL LTDA;20021;LIXA DAGUA MEIA FOLHA Nº 2500 401Q 3M;;;UN;554;1.584,44;120;643,12;312;331,12;51,49;0;0;0,02;49,49;ABRIL
00000036-3M DO BRASIL LTDA;23098;LIXA BLUE 120 225X275MM 338U 3M;;;UN;771;1.349,25;226;632,15;381,94;250,21;39,58;0;0;0,02;49,51;ABRIL
00000036-3M DO BRASIL LTDA;20987;BOINA DUPLA FACE DE ESPUMA AZUL ER 8P PN05708 3M;;;UN;11;2.406,36;3;622,95;595,29;27,66;4,44;0;0;0,02;49,54;ABRIL
00000036-3M DO BRASIL LTDA;22057;DISCO ROLOC CUBII 60+ 3M;;;UN;174;946,56;90;618,6;443,7;174,9;28,27;0;0;0,02;49,56;ABRIL
00000036-3M DO BRASIL LTDA;10043;DISCO DE LIXA Nº 36 115MMX22.3MM 3M;;;UN;116;453,56;111;609,22;409,59;199,63;32,77;0;0;0,02;49,58;ABRIL
00000036-3M DO BRASIL LTDA;20518;CERA PASTE WAX S. SPORT 200G 3M;;;UN;10;881,7;4;574,83;413,92;160,91;27,99;0;0;0,02;49,61;ABRIL
00000036-3M DO BRASIL LTDA;23125;DISCO BLUE 180 152MM 7F 321U 3M;;;UN;852;1.797,72;176;544,18;337,92;206,26;37,9;0;0;0,02;49,63;ABRIL
00000036-3M DO BRASIL LTDA;85510;LIQUIDO DE FINALIZADOR ROTO 34133 3M;;;UN;6;841,8;2;537,94;280,6;257,34;47,84;0;0;0,02;49,65;ABRIL
00000036-3M DO BRASIL LTDA;23671;ADESIVO P/ COLAR EMBLEMA 3M;;;UN;87;903,93;35;532,71;329,7;203,01;38,11;0;0;0,02;49,67;ABRIL
00000036-3M DO BRASIL LTDA;83992;LIXA FERRO Nº 080 3M;;;UN;309;556,2;186;503,46;340,38;163,08;32,39;0;0;0,02;49,69;ABRIL
00000036-3M DO BRASIL LTDA;20636;BOINA DUPLA FACE LA AGRESSIVA PN33312 3M;;;UN;10;1.247,90;2;499;249,58;249,42;49,98;0;0;0,02;49,71;ABRIL
00000036-3M DO BRASIL LTDA;84020;LIXA SECO 230U MASSA/MADEIRA Nº 080 3M;;;UN;565;384,2;329;478,56;227,01;251,55;52,56;0;0;0,02;49,73;ABRIL
00000036-3M DO BRASIL LTDA;83852;FITA POLIPROPILENO P/ CONTORNOS 9,5MMX55M LARGA 3M-28,15-ST;;;UN;73;1.736,67;12;476;285,48;190,52;40,03;0;0;0,02;49,74;ABRIL
00000036-3M DO BRASIL LTDA;58;LIXA DAGUA Nº 400 331Q 3M;;;UN;387;328,95;300;473,27;231;242,27;51,19;0;0;0,02;49,76;ABRIL
00000036-3M DO BRASIL LTDA;23493;FLANELA MICROFIBRA 40X60 AZUL 3M;;;UN;70;927,5;24;471,12;288,48;182,64;38,77;0;0;0,02;49,78;ABRIL
00000036-3M DO BRASIL LTDA;84486;FITA EMPACOTAMENTO TRANSPARENTE SCOTCH 45MMX45M 3M;FL;;UN;13;77,87;75;467,15;449,25;17,9;3,83;0;0;0,02;49,8;ABRIL
00000036-3M DO BRASIL LTDA;57;LIXA DAGUA Nº 320 331Q 3M;;;UN;583;466,4;237;436,77;173,01;263,76;60,39;0;0;0,02;49,81;ABRIL
00000036-3M DO BRASIL LTDA;85509;LIQUIDO DE CORTE ROTO 3M 34130;;;UN;5;637,7;2;424,15;255,08;169,07;39,86;0;0;0,02;49,83;ABRIL
00000036-3M DO BRASIL LTDA;20119;DISCO INTERFACE CLEAN SAND 25 FUROS 3M;;;UN;13;1.036,62;5;384,85;377,3;7,55;1,96;0;0;0,01;49,85;ABRIL
00000036-3M DO BRASIL LTDA;84021;LIXA SECO 230U MASSA/MADEIRA Nº 150 3M;;;UN;491;220,95;484;374,29;222,64;151,65;40,52;0;0;0,01;49,86;ABRIL
00000036-3M DO BRASIL LTDA;55;LIXA DAGUA Nº 220 331Q 3M;;;UN;480;384;193;361,67;140,89;220,78;61,04;0;0;0,01;49,87;ABRIL
00000036-3M DO BRASIL LTDA;24261;BOINA DE ESPUMA ROXA ER 6P 3M;;;UN;7;807,03;2;353,59;230,58;123,01;34,79;0;0;0,01;49,89;ABRIL
00000036-3M DO BRASIL LTDA;20640;FITA DUPLA FACE 5369 6MMX20M 3M;;;UN;50;941,5;9;351,49;159,93;191,56;54,5;0;0;0,01;49,9;ABRIL
00000036-3M DO BRASIL LTDA;23123;DISCO BLUE 800 152MM 7F 321U 3M;;;UN;527;1.080,35;110;349,3;203,5;145,8;41,74;0;0;0,01;49,91;ABRIL
00000036-3M DO BRASIL LTDA;22056;DISCO ROLOC CUBII 80+ 3M;;;UN;233;1.195,29;50;330,95;247,5;83,45;25,22;0;0;0,01;49,93;ABRIL
00000036-3M DO BRASIL LTDA;23064;MASSA DE POLIR DIAMANTE 1KG 3M;;;UN;17;357,17;8;322,45;158,72;163,73;50,78;0;0;0,01;49,94;ABRIL
00000036-3M DO BRASIL LTDA;10068;BOINA DUPLA FACE DE LA SUPER MACIA PN33315 3M;;;UN;21;2.068,50;2;320,4;176,32;144,08;44,97;0;0;0,01;49,95;ABRIL
00000036-3M DO BRASIL LTDA;21351;DISCO TRIZACT P5000 152MM 3M;;;UN;72;1.754,64;6;309,32;138,92;170,4;55,09;0;0;0,01;49,96;ABRIL
00000036-3M DO BRASIL LTDA;23462;AUTO BRILHO 500ML 3M;;;UN;31;1.179,86;4;304,13;152,24;151,89;49,94;0;0;0,01;49,97;ABRIL
00000036-3M DO BRASIL LTDA;23127;DISCO BLUE 500 152MM 7F 321U 3M;;;UN;1.005,00;1.859,25;154;297,03;284,9;12,13;4,08;0;0;0,01;49,99;ABRIL
00000036-3M DO BRASIL LTDA;22232;FITA DUPLA FACE 4910 VHB 19MMX20M VERDE 3M;;;UN;19;870,2;3;260,5;137,4;123,1;47,26;0;0;0,01;50;ABRIL
00000036-3M DO BRASIL LTDA;10022;LIXA SECO OURO 080 326U 3M;;;UN;188;265,08;150;251,5;192;59,5;23,66;0;0;0,01;50,01;ABRIL
00000036-3M DO BRASIL LTDA;84017;LIXA SECO 230U MASSA/MADEIRA Nº 180 3M;;;UN;470;211,5;324;231,32;149,04;82,28;35,57;0;0;0,01;50,01;ABRIL
00000036-3M DO BRASIL LTDA;20048;CERA BRILHO 200G 3M;;;UN;26;309,14;12;217,86;139,44;78,42;36;0;0;0,01;50,02;ABRIL
00000036-3M DO BRASIL LTDA;87212;FOLHA ESPUMA FLEX P1500 33536 3M;;;UN;192;1.808,64;16;216,24;147,9;68,34;31,6;0;0;0,01;50,03;ABRIL
00000036-3M DO BRASIL LTDA;23459;CERA PROTETORA PLUS 500ML 3M;;;UN;25;986,75;3;205,62;135,99;69,63;33,86;0;0;0,01;50,04;ABRIL
00000036-3M DO BRASIL LTDA;84019;LIXA SECO 230U MASSA/MADEIRA Nº 060 3M;;;UN;534;341,76;126;205,59;86,94;118,65;57,71;0;0;0,01;50,05;ABRIL
00000036-3M DO BRASIL LTDA;20261;FITA DUPLA FACE 12MMX20M VERDE 3M;;;UN;46;1.467,40;4;204,08;115,72;88,36;43,3;0;0;0,01;50,05;ABRIL
00000036-3M DO BRASIL LTDA;84406;FITA DUPLA FACE 4910 VHB 9.5MMX33M 3M;;;UN;42;1.077,72;5;201,4;116,35;85,05;42,23;0;0;0,01;50,06;ABRIL
00000036-3M DO BRASIL LTDA;84014;LIXA FERRO Nº 100 3M;;;UN;224;369,6;75;186,97;125,25;61,72;33,01;0;0;0,01;50,07;ABRIL
